date,market_return
,
2023-12-04,-0.00835650374571173
2023-12-05,0.0031313631845699685
2023-12-06,-0.00584685317046485
2023-12-07,0.013662559985409661
2023-12-08,0.004461613372241491
2023-12-11,0.001980044970512962
2023-12-12,0.006991874209597793
2023-12-13,0.013799906761109648
2023-12-14,0.001873196984936376
2023-12-15,0.0035470745020602656
2023-12-18,0.00613542188136762
2023-12-19,0.00660257722755575
2023-12-20,-0.015015396760213684
2023-12-21,0.012581569697390549
2023-12-22,0.00194465797598542
2023-12-26,0.005442589922190821
2023-12-27,0.00163250921849456
2023-12-28,-0.00026756679144923634
2023-12-29,-0.005550795886222426
2024-01-02,-0.016348242234944355
2024-01-03,-0.011765621673558213
2024-01-04,-0.005613279720430908
2024-01-05,0.0009490160780862844
2024-01-08,0.022011682116056308
2024-01-09,0.0009391435011270044
2024-01-10,0.007534164415768263
2024-01-11,3.6075596183460235e-05
2024-01-12,0.0001716301438894341
2024-01-16,-0.0018974562268223583
2024-01-17,-0.005937327117390034
2024-01-18,0.013464956148553586
2024-01-19,0.016958373056834786
2024-01-22,0.0032212402859392864
2024-01-23,0.004274033267473776
2024-01-24,0.0036289192508331958
2024-01-25,0.0018460293212483325
2024-01-26,-0.0035549884554011424
2024-01-29,0.011172802417547256
2024-01-30,-0.007559466711257956
2024-01-31,-0.022301279588428202
2024-02-01,0.013032824817912125
2024-02-02,0.01740117285606213
2024-02-05,-0.002000806671063504
2024-02-06,0.0007257690071089673
2024-02-07,0.009458623130085275
2024-02-08,0.0023526788279171207
2024-02-09,0.012470166654928727
2024-02-12,-0.0030086532446064185
2024-02-13,-0.01799901514048463
2024-02-14,0.013001787624161487
2024-02-15,0.0029648203145733465
2024-02-16,-0.008205591408306456
2024-02-20,-0.00918314703992118
2024-02-21,-0.003193068764124063
2024-02-22,0.029571519211352593
2024-02-23,-0.002792723201286873
2024-02-26,-0.0012859000787753816
2024-02-27,0.003696099190204194
2024-02-28,-0.005460426146002173
2024-02-29,0.009040759717745095
2024-03-01,0.011373441373127013
2024-03-04,-0.004143220330287578
2024-03-05,-0.016530603760192664
2024-03-06,0.005768667588931464
2024-03-07,0.015085253391797115
2024-03-08,-0.011569172022392493
2024-03-11,-0.004093277501581061
2024-03-12,0.015379609957051343
2024-03-13,-0.00540219254125307
2024-03-14,-0.0030436369931828855
2024-03-15,-0.009632641594030877
2024-03-18,0.008156194047562515
2024-03-19,0.003933308886094222
2024-03-20,0.01253310748131975
2024-03-21,0.0019811152137096943
2024-03-22,0.0016449659920487747
2024-03-25,-0.0026995005442512765
2024-03-26,-0.004197298103708835
2024-03-27,0.005137342249128984
2024-03-28,-0.0012231803666122865
2024-04-01,0.001060481678206937
2024-04-02,-0.009537202134034861
2024-04-03,0.0022788632814920717
2024-04-04,-0.014030437387686057
2024-04-05,0.01242684640827707
2024-04-08,0.0003348261776734418
2024-04-09,0.0032410371150539685
2024-04-10,-0.008357288798496176
2024-04-11,0.016810934405752542
2024-04-12,-0.0162453557122334
2024-04-15,-0.01793315000423834
2024-04-16,-0.0012445393102040736
2024-04-17,-0.011464041399442126
2024-04-18,-0.005220186514490188
2024-04-19,-0.020478174173957586
2024-04-22,0.011078373020564358
2024-04-23,0.015877623641452843
2024-04-24,0.0010263567185926359
2024-04-25,-0.006427279398895758
2024-04-26,0.02025015947888842
2024-04-29,0.003464341573386376
2024-04-30,-0.020350255647543336
2024-05-01,-0.003342728598578648
2024-05-02,0.015089538105478306
2024-05-03,0.019908523092361685
2024-05-06,0.011940825728499194
2024-05-07,-0.0010208682164319915
2024-05-08,-0.001824564273542717
2024-05-09,0.0026682598912928235
2024-05-10,-0.00032971753262078796
2024-05-13,0.0028988736124690995
2024-05-14,0.007501687268846036
2024-05-15,0.0140032960621852
2024-05-16,-0.0026322592446381687
2024-05-17,-0.0007395719535787659
2024-05-20,0.0065263471593897115
2024-05-21,0.002247710278890258
2024-05-22,-0.0018464196133320954
2024-05-23,-0.003899033617177028
2024-05-24,0.011039641622729413
2024-05-28,0.005856216072961384
2024-05-29,-0.005834399316332561
2024-05-30,-0.010844781866387043
2024-05-31,-0.00012311268544940024
2024-06-03,0.005596072980382338
2024-06-04,0.0016864588530618452
2024-06-05,0.01962677894658782
2024-06-06,-0.0008599799663757679
2024-06-07,-0.002328539208430902
2024-06-10,0.0034668758435063562
2024-06-11,0.008784134188007497
2024-06-12,0.015273035793879508
2024-06-13,0.0033575430637895476
2024-06-14,0.0012067490836344952
2024-06-17,0.00950533124235986
2024-06-18,0.0002918145153441021
2024-06-20,-0.007873631753103294
2024-06-21,-0.001818712036232295
2024-06-24,-0.01088445649264791
2024-06-25,0.012621154825899206
2024-06-26,0.004939129269155407
2024-06-27,0.0030058438553957068
2024-06-28,-0.007059876784354269
2024-07-01,0.008272964771473212
2024-07-02,0.008359330501992446
2024-07-03,0.008849250735993186
2024-07-05,0.00904202027187373
2024-07-08,0.0027778094085602056
2024-07-09,0.0013882410748919938
2024-07-10,0.011837687037744349
2024-07-11,-0.019522190849242782
2024-07-12,0.006291991565953836
2024-07-15,0.004028659854356853
2024-07-16,0.0019904935062078355
2024-07-17,-0.02768439750961882
2024-07-18,-0.006984485083873393
2024-07-19,-0.008073385271033628
2024-07-22,0.015830756353462316
2024-07-23,-0.0005675781322872497
2024-07-24,-0.036390883510082794
2024-07-25,-0.00926569327315152
2024-07-26,0.010252765674276132
2024-07-29,0.000709669542889424
2024-07-30,-0.012825373737482826
2024-07-31,0.026358511706674248
2024-08-01,-0.023026352660052707
2024-08-02,-0.024310025495816623
2024-08-05,-0.03433920949487235
2024-08-06,0.010294364623245844
2024-08-07,-0.010450394739652702
2024-08-08,0.028662349907374374
2024-08-09,0.0051189165678968696
2024-08-12,0.0021085673056129295
2024-08-13,0.024254184750069685
2024-08-14,0.00029033906147879485
2024-08-15,0.02337635958240125
2024-08-16,0.0021154737631077225
2024-08-19,0.013898180004721095
2024-08-20,-0.003346805921529139
2024-08-21,0.005727739128175591
2024-08-22,-0.016721959277882892
2024-08-23,0.014667933769104025
2024-08-26,-0.008503262384321975
2024-08-27,0.001638900990943437
2024-08-28,-0.011196453251911764
2024-08-29,-0.002255613083423591
2024-08-30,0.01125739986075569
2024-09-03,-0.03259177894657106
2024-09-04,-0.0030344938889551587
2024-09-05,0.0025379660282958127
2024-09-06,-0.02550436394346589
2024-09-09,0.01160934059858132
2024-09-10,0.008367462259605718
2024-09-11,0.02171097287436141
2024-09-12,0.010011215390628214
2024-09-13,0.0065055700094134306
2024-09-16,-0.00519394428970954
2024-09-17,0.0020423726828324718
2024-09-18,-0.003106397636846503
2024-09-19,0.025076659927780076
2024-09-20,-0.003644955448014686
2024-09-23,0.001445774217207818
2024-09-24,0.005577417197717205
2024-09-25,0.00042553862838246026
2024-09-26,0.005977041489758417
2024-09-27,-0.0038866462488355014
2024-09-30,0.0038400470830193267
