ticker,event_date,date,AR
AAPL,2024-11-19 00:00:00,2024-10-22 00:00:00,-0.004725454476751986
AAPL,2024-11-19 00:00:00,2024-10-23 00:00:00,-0.009427722975519387
AAPL,2024-11-19 00:00:00,2024-10-24 00:00:00,-0.007150289491069195
AAPL,2024-11-19 00:00:00,2024-10-25 00:00:00,-0.001137142951358916
AAPL,2024-11-19 00:00:00,2024-10-28 00:00:00,0.0061248012233143835
AAPL,2024-11-19 00:00:00,2024-10-29 00:00:00,-0.005358543885744359
AAPL,2024-11-19 00:00:00,2024-10-30 00:00:00,-0.011381307695272822
AAPL,2024-11-19 00:00:00,2024-10-31 00:00:00,0.0026948107499257593
AAPL,2024-11-19 00:00:00,2024-11-01 00:00:00,-0.01991959288915316
AAPL,2024-11-19 00:00:00,2024-11-04 00:00:00,-0.0019345176940195664
AAPL,2024-11-19 00:00:00,2024-11-05 00:00:00,-0.005000214643433574
AAPL,2024-11-19 00:00:00,2024-11-06 00:00:00,-0.02657578161215261
AAPL,2024-11-19 00:00:00,2024-11-07 00:00:00,0.009259557747041621
AAPL,2024-11-19 00:00:00,2024-11-08 00:00:00,-0.002326888589186369
AAPL,2024-11-19 00:00:00,2024-11-11 00:00:00,-0.012952289572186783
AAPL,2024-11-19 00:00:00,2024-11-12 00:00:00,0.00025429156147598763
AAPL,2024-11-19 00:00:00,2024-11-13 00:00:00,0.005562705122903931
AAPL,2024-11-19 00:00:00,2024-11-14 00:00:00,0.01828537640592302
AAPL,2024-11-19 00:00:00,2024-11-15 00:00:00,0.0027808340200342306
AAPL,2024-11-19 00:00:00,2024-11-18 00:00:00,0.008347937177002558
AAPL,2024-11-19 00:00:00,2024-11-19 00:00:00,-0.0073678298811194745
AAPL,2024-11-19 00:00:00,2024-11-20 00:00:00,0.0035818277386404284
AAPL,2024-11-19 00:00:00,2024-11-21 00:00:00,-0.0027950798395560876
AAPL,2024-11-19 00:00:00,2024-11-22 00:00:00,0.004189952563541233
AAPL,2024-11-19 00:00:00,2024-11-25 00:00:00,0.010521816726920524
AAPL,2024-11-19 00:00:00,2024-11-26 00:00:00,0.004105424759457972
AAPL,2024-11-19 00:00:00,2024-11-27 00:00:00,0.003602663708629815
AAPL,2024-11-19 00:00:00,2024-11-29 00:00:00,0.0033647147463595362
AAPL,2024-11-19 00:00:00,2024-12-02 00:00:00,0.0015917434623839623
AAPL,2024-11-19 00:00:00,2024-12-03 00:00:00,0.00925693161601126
AAPL,2024-11-19 00:00:00,2024-12-04 00:00:00,-0.009067290148308198
AAPL,2024-11-19 00:00:00,2024-12-05 00:00:00,0.0010493436720392195
AAPL,2024-11-19 00:00:00,2024-12-06 00:00:00,-0.007537593827075979
AAPL,2024-11-19 00:00:00,2024-12-09 00:00:00,0.02045938716368586
AAPL,2024-11-19 00:00:00,2024-12-10 00:00:00,0.005632143054235052
AAPL,2024-11-19 00:00:00,2024-12-11 00:00:00,-0.019287702768845158
AAPL,2024-11-19 00:00:00,2024-12-12 00:00:00,0.010626870082970804
AAPL,2024-11-19 00:00:00,2024-12-13 00:00:00,-0.0006863481696727933
AAPL,2024-11-19 00:00:00,2024-12-16 00:00:00,0.0016766132946498327
AAPL,2024-11-19 00:00:00,2024-12-17 00:00:00,0.011766472632337396
AAPL,2024-11-19 00:00:00,2024-12-18 00:00:00,0.00573169916659488
AAPL,2024-12-18 00:00:00,2024-11-19 00:00:00,-0.006888760135152939
AAPL,2024-12-18 00:00:00,2024-11-20 00:00:00,0.0035383258724868403
AAPL,2024-12-18 00:00:00,2024-11-21 00:00:00,-0.002772692401725803
AAPL,2024-12-18 00:00:00,2024-11-22 00:00:00,0.004271912583329547
AAPL,2024-12-18 00:00:00,2024-11-25 00:00:00,0.01065123325057148
AAPL,2024-12-18 00:00:00,2024-11-26 00:00:00,0.004396824644460928
AAPL,2024-12-18 00:00:00,2024-11-27 00:00:00,0.003341137941139712
AAPL,2024-12-18 00:00:00,2024-11-29 00:00:00,0.0037468895893906385
AAPL,2024-12-18 00:00:00,2024-12-02 00:00:00,0.0020370573860180657
AAPL,2024-12-18 00:00:00,2024-12-03 00:00:00,0.009443998480266443
AAPL,2024-12-18 00:00:00,2024-12-04 00:00:00,-0.0084687534093747
AAPL,2024-12-18 00:00:00,2024-12-05 00:00:00,0.0009767134522581191
AAPL,2024-12-18 00:00:00,2024-12-06 00:00:00,-0.007163404513371679
AAPL,2024-12-18 00:00:00,2024-12-09 00:00:00,0.020186020857991618
AAPL,2024-12-18 00:00:00,2024-12-10 00:00:00,0.005526031084342972
AAPL,2024-12-18 00:00:00,2024-12-11 00:00:00,-0.01848034641453289
AAPL,2024-12-18 00:00:00,2024-12-12 00:00:00,0.01033567379091997
AAPL,2024-12-18 00:00:00,2024-12-13 00:00:00,-0.0006246029581574128
AAPL,2024-12-18 00:00:00,2024-12-16 00:00:00,0.0022459218765875782
AAPL,2024-12-18 00:00:00,2024-12-17 00:00:00,0.011628281765802922
AAPL,2024-12-18 00:00:00,2024-12-18 00:00:00,0.004125247456338573
AAPL,2024-12-18 00:00:00,2024-12-19 00:00:00,0.007328637308637362
AAPL,2024-12-18 00:00:00,2024-12-20 00:00:00,0.010857666399456579
AAPL,2024-12-18 00:00:00,2024-12-23 00:00:00,-0.004535244590896016
AAPL,2024-12-18 00:00:00,2024-12-24 00:00:00,0.0012182440954717957
AAPL,2024-12-18 00:00:00,2024-12-26 00:00:00,0.003132819445565198
AAPL,2024-12-18 00:00:00,2024-12-27 00:00:00,-0.0028092917114936316
AAPL,2024-12-18 00:00:00,2024-12-30 00:00:00,-0.004999168559981436
AAPL,2024-12-18 00:00:00,2024-12-31 00:00:00,-0.0009057313828028553
AAPL,2024-12-18 00:00:00,2025-01-02 00:00:00,-0.025537972150192798
AAPL,2024-12-18 00:00:00,2025-01-03 00:00:00,-0.015339504943035799
AAPL,2024-12-18 00:00:00,2025-01-06 00:00:00,-0.0027396058919827654
AAPL,2024-12-18 00:00:00,2025-01-07 00:00:00,0.001956249095863347
AAPL,2024-12-18 00:00:00,2025-01-08 00:00:00,0.001992025034751095
AAPL,2024-12-18 00:00:00,2025-01-10 00:00:00,-0.012660418174306595
AAPL,2024-12-18 00:00:00,2025-01-13 00:00:00,-0.00798038534128082
AAPL,2024-12-18 00:00:00,2025-01-14 00:00:00,-0.0035432245672040816
AAPL,2024-12-18 00:00:00,2025-01-15 00:00:00,0.001362476806595861
AAPL,2024-12-18 00:00:00,2025-01-16 00:00:00,-0.03437076903483466
AAPL,2024-12-18 00:00:00,2025-01-17 00:00:00,-0.0039091652013056605
AAPL,2024-12-18 00:00:00,2025-01-21 00:00:00,-0.03705374653598871
AAPL,2025-02-04 00:00:00,2025-01-03 00:00:00,-0.016336326108278346
AAPL,2025-02-04 00:00:00,2025-01-06 00:00:00,-0.003637124438226583
AAPL,2025-02-04 00:00:00,2025-01-07 00:00:00,0.0016471702953050251
AAPL,2025-02-04 00:00:00,2025-01-08 00:00:00,0.0013380962823694629
AAPL,2025-02-04 00:00:00,2025-01-10 00:00:00,-0.013018496601995033
AAPL,2025-02-04 00:00:00,2025-01-13 00:00:00,-0.008572571850376708
AAPL,2025-02-04 00:00:00,2025-01-14 00:00:00,-0.004164512583635677
AAPL,2025-02-04 00:00:00,2025-01-15 00:00:00,0.00023716464503657428
AAPL,2025-02-04 00:00:00,2025-01-16 00:00:00,-0.03486843818423438
AAPL,2025-02-04 00:00:00,2025-01-17 00:00:00,-0.004857368830641778
AAPL,2025-02-04 00:00:00,2025-01-21 00:00:00,-0.03783935161360546
AAPL,2025-02-04 00:00:00,2025-01-22 00:00:00,-0.005318442199956967
AAPL,2025-02-04 00:00:00,2025-01-23 00:00:00,-0.0035167055174740542
AAPL,2025-02-04 00:00:00,2025-01-24 00:00:00,-0.0013265944435698895
AAPL,2025-02-04 00:00:00,2025-01-27 00:00:00,0.05364404347511568
AAPL,2025-02-04 00:00:00,2025-01-28 00:00:00,0.020291166874272026
AAPL,2025-02-04 00:00:00,2025-01-29 00:00:00,0.007356687163320547
AAPL,2025-02-04 00:00:00,2025-01-30 00:00:00,-0.01037786069711337
AAPL,2025-02-04 00:00:00,2025-01-31 00:00:00,-0.00572720608827112
AAPL,2025-02-04 00:00:00,2025-02-03 00:00:00,-0.025979586606083932
AAPL,2025-02-04 00:00:00,2025-02-04 00:00:00,0.009798250473501002
AAPL,2025-02-04 00:00:00,2025-02-05 00:00:00,-0.0039753393215964435
AAPL,2025-02-04 00:00:00,2025-02-06 00:00:00,-0.0016594742107674185
AAPL,2025-02-04 00:00:00,2025-02-07 00:00:00,-0.014915436281273012
AAPL,2025-02-04 00:00:00,2025-02-10 00:00:00,-0.007226301586650488
AAPL,2025-02-04 00:00:00,2025-02-11 00:00:00,0.02340434654912412
AAPL,2025-02-04 00:00:00,2025-02-12 00:00:00,0.016938791774871606
AAPL,2025-02-04 00:00:00,2025-02-13 00:00:00,0.007315755654904454
AAPL,2025-02-04 00:00:00,2025-02-14 00:00:00,0.008568210747382437
AAPL,2025-02-04 00:00:00,2025-02-18 00:00:00,-0.002172333723946492
AAPL,2025-02-04 00:00:00,2025-02-19 00:00:00,-2.289422046529931e-05
AAPL,2025-02-04 00:00:00,2025-02-20 00:00:00,0.006323276018820689
AAPL,2025-02-04 00:00:00,2025-02-21 00:00:00,0.014189860100203237
AAPL,2025-02-04 00:00:00,2025-02-24 00:00:00,0.014297644027602405
AAPL,2025-02-04 00:00:00,2025-02-25 00:00:00,0.008764056811500718
AAPL,2025-02-04 00:00:00,2025-02-26 00:00:00,-0.030061227456914502
AAPL,2025-02-04 00:00:00,2025-02-27 00:00:00,0.006989500582623303
AAPL,2025-02-04 00:00:00,2025-02-28 00:00:00,0.005814038432545861
AAPL,2025-02-04 00:00:00,2025-03-03 00:00:00,0.002878303995520918
AAPL,2025-02-04 00:00:00,2025-03-04 00:00:00,-0.007270659010951761
AAPL,2025-02-04 00:00:00,2025-03-05 00:00:00,-0.012852494078394401
AAPL,2025-04-03 00:00:00,2025-03-06 00:00:00,0.014560208824810725
AAPL,2025-04-03 00:00:00,2025-03-07 00:00:00,0.010450127291500366
AAPL,2025-04-03 00:00:00,2025-03-10 00:00:00,-0.023017448206987333
AAPL,2025-04-03 00:00:00,2025-03-11 00:00:00,-0.028802453481260246
AAPL,2025-04-03 00:00:00,2025-03-12 00:00:00,-0.026307048426268173
AAPL,2025-04-03 00:00:00,2025-03-13 00:00:00,-0.021606551751868763
AAPL,2025-04-03 00:00:00,2025-03-14 00:00:00,0.00021409423993302978
AAPL,2025-04-03 00:00:00,2025-03-17 00:00:00,-0.0004561376847815944
AAPL,2025-04-03 00:00:00,2025-03-18 00:00:00,0.004290803174260153
AAPL,2025-04-03 00:00:00,2025-03-19 00:00:00,0.0019036121017263312
AAPL,2025-04-03 00:00:00,2025-03-20 00:00:00,-0.0039315984151315824
AAPL,2025-04-03 00:00:00,2025-03-21 00:00:00,0.015218789519655242
AAPL,2025-04-03 00:00:00,2025-03-24 00:00:00,-0.004502839885880822
AAPL,2025-04-03 00:00:00,2025-03-25 00:00:00,0.009848128115745383
AAPL,2025-04-03 00:00:00,2025-03-26 00:00:00,0.002662036742443646
AAPL,2025-04-03 00:00:00,2025-03-27 00:00:00,0.013134856364747946
AAPL,2025-04-03 00:00:00,2025-03-28 00:00:00,-0.009650647106799273
AAPL,2025-04-03 00:00:00,2025-03-31 00:00:00,0.019486420376291773
AAPL,2025-04-03 00:00:00,2025-04-01 00:00:00,-0.001774046053106446
AAPL,2025-04-03 00:00:00,2025-04-02 00:00:00,-0.003381376576109537
AAPL,2025-04-03 00:00:00,2025-04-03 00:00:00,-0.054062877043951074
AAPL,2025-04-03 00:00:00,2025-04-04 00:00:00,-0.03548408358073747
AAPL,2025-04-03 00:00:00,2025-04-07 00:00:00,-0.03821163708997253
AAPL,2025-04-03 00:00:00,2025-04-08 00:00:00,-0.03651990854114588
AAPL,2025-04-03 00:00:00,2025-04-09 00:00:00,0.07253429211167654
AAPL,2025-04-03 00:00:00,2025-04-10 00:00:00,-0.014912726641438754
AAPL,2025-04-03 00:00:00,2025-04-11 00:00:00,0.026249449804621523
AAPL,2025-04-03 00:00:00,2025-04-14 00:00:00,0.017023713179301105
AAPL,2025-04-03 00:00:00,2025-04-15 00:00:00,-0.002377074779576021
AAPL,2025-04-03 00:00:00,2025-04-16 00:00:00,-0.01960256676739517
AAPL,2025-04-03 00:00:00,2025-04-17 00:00:00,0.013959005462126304
AAPL,2025-04-03 00:00:00,2025-04-21 00:00:00,-0.0034511067234627574
AAPL,2025-04-03 00:00:00,2025-04-22 00:00:00,0.015455461415338774
AAPL,2025-04-03 00:00:00,2025-04-23 00:00:00,0.007073095331313124
AAPL,2025-04-03 00:00:00,2025-04-24 00:00:00,-0.0004121329489187864
AAPL,2025-04-03 00:00:00,2025-04-25 00:00:00,-0.004761154029158155
AAPL,2025-04-03 00:00:00,2025-04-28 00:00:00,0.0039195735910293565
AAPL,2025-04-03 00:00:00,2025-04-29 00:00:00,0.0006646812102309467
AAPL,2025-04-03 00:00:00,2025-04-30 00:00:00,0.005846099831447868
AAPL,2025-04-03 00:00:00,2025-05-01 00:00:00,-0.00692526239760044
AAPL,2025-04-03 00:00:00,2025-05-02 00:00:00,-0.04809338170589887
AAPL,2025-04-25 00:00:00,2025-03-27 00:00:00,0.013492375822625106
AAPL,2025-04-25 00:00:00,2025-03-28 00:00:00,-0.008788657802750698
AAPL,2025-04-25 00:00:00,2025-03-31 00:00:00,0.01975242105470866
AAPL,2025-04-25 00:00:00,2025-04-01 00:00:00,-0.0017421120945637176
AAPL,2025-04-25 00:00:00,2025-04-02 00:00:00,-0.00334844065149658
AAPL,2025-04-25 00:00:00,2025-04-03 00:00:00,-0.052441981601497906
AAPL,2025-04-25 00:00:00,2025-04-04 00:00:00,-0.03389818843994589
AAPL,2025-04-25 00:00:00,2025-04-07 00:00:00,-0.03800048559602585
AAPL,2025-04-25 00:00:00,2025-04-08 00:00:00,-0.035786322704502146
AAPL,2025-04-25 00:00:00,2025-04-09 00:00:00,0.06994238012509506
AAPL,2025-04-25 00:00:00,2025-04-10 00:00:00,-0.01367766136680455
AAPL,2025-04-25 00:00:00,2025-04-11 00:00:00,0.02600562451294123
AAPL,2025-04-25 00:00:00,2025-04-14 00:00:00,0.017109242797028794
AAPL,2025-04-25 00:00:00,2025-04-15 00:00:00,-0.002131391836602367
AAPL,2025-04-25 00:00:00,2025-04-16 00:00:00,-0.01865567608155284
AAPL,2025-04-25 00:00:00,2025-04-17 00:00:00,0.01422272445736638
AAPL,2025-04-25 00:00:00,2025-04-21 00:00:00,-0.002624051094950383
AAPL,2025-04-25 00:00:00,2025-04-22 00:00:00,0.015060852697876784
AAPL,2025-04-25 00:00:00,2025-04-23 00:00:00,0.006726256894995109
AAPL,2025-04-25 00:00:00,2025-04-24 00:00:00,-0.0008148250679471114
AAPL,2025-04-25 00:00:00,2025-04-25 00:00:00,-0.004820529032480869
AAPL,2025-04-25 00:00:00,2025-04-28 00:00:00,0.004176251592680471
AAPL,2025-04-25 00:00:00,2025-04-29 00:00:00,0.0007715326272833885
AAPL,2025-04-25 00:00:00,2025-04-30 00:00:00,0.006100244366076488
AAPL,2025-04-25 00:00:00,2025-05-01 00:00:00,-0.007043181195254034
AAPL,2025-04-25 00:00:00,2025-05-02 00:00:00,-0.04820944129971474
