date,AAPL,ADBE,ADI,ADP,AMAT,AMZN,ANET,APP,AVGO,CRM,CRWD,CSCO,DELL,EBAY,GOOGL,IBM,INTC,LRCX,META,MSFT,MU,NOW,NVDA,ORCL,PLTR,PYPL,TSLA,TXN,VMW,VZ
2023-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04,-0.00946458325070032,-0.01291487505167066,0.0010376044983546606,-0.0015454305924319511,-0.021901107247892182,-0.014894936132684111,-0.007108536237405483,-0.023006563872293717,-0.006483887910567865,-0.035923159046106434,0.01004127397612642,-0.008665281266485914,-0.0362854415401036,-0.002635907482846478,-0.019641944569547043,0.0034255388515762597,-0.031778728522081634,-0.016646243773648872,-0.014777253218640318,-0.014338714412868159,-0.021598764330279963,-0.0045889681647098834,-0.026836320411761094,-0.01177878912381336,-0.09225460271349739,0.0033528285460473484,-0.01360800559009756,0.014238608813483156,,-0.013996938460732578
2023-12-05,0.021063181160530853,-0.003870628002048626,-0.014350897139369989,-0.004385624943907485,-0.014298292950126856,0.014084566393959497,0.002835893040644466,-0.008027809623633253,-0.01174296622318216,0.0014362337715683182,0.006655721955924898,-0.002497362775729206,-0.000432793379167018,-0.003363674937652106,0.013305255621195666,0.0018000216269895564,-0.010153555259619806,-0.01819570168897644,-0.005405984142267117,0.009156482752113337,-0.008076480903252303,0.0008725394504001116,0.02329372366911886,-0.010796290381963614,-0.005434803453420622,-0.0322472642046121,0.013328802806870987,-0.0010798295852171291,,0.00998936271946027
2023-12-06,-0.005687153699495462,-0.010826539824777548,-0.00033217373281901885,0.003411760820358767,-0.00992130101412425,-0.016067541747663228,-0.0107088811157795,-0.012678748976864607,-0.010381770816398794,-0.0075292899438759164,0.0018830687782713795,-0.0047986384259688375,-0.02395731348679475,-0.00024114160350663383,-0.0074049322366543935,-0.006877780255067356,-0.015505660998874404,-0.0032561330821194723,-0.0026392184851975475,-0.009985984188858321,-0.007599362757468975,-0.0028914809453035595,-0.02282782419208851,-0.021828450389483667,-0.06393443306404623,0.02779700363545823,0.002722829646282676,-0.007631176269385698,,0.0020823343840468134
2023-12-07,0.010139411496955297,0.021957389326522136,0.021099865658025463,-0.004156779802844679,0.025501033292669284,0.016329923474831087,0.008856604703396664,0.0065574231823122275,0.020605527819235636,-0.0011239379454501819,0.0031325704023719148,0.011739958678071538,0.014194882415561327,0.00024119976680525568,0.053145592258940555,-0.00037409903549412427,0.021323088264428414,0.018938659289315707,0.02879188730464244,0.00582970621590384,0.007110624669751431,0.0021129452333044085,0.024020193518139665,0.0074979686186607,0.0052539496203840574,-0.01763820295555285,0.01366087788429815,0.010445374306339739,,0.0038962344837689677
2023-12-08,0.007412400633103777,0.0020204021314078613,0.002711729485095793,-0.003130510712076595,-0.004515195502494684,0.0036764247561378305,0.040596431630466334,0.014115104658248612,0.023897727455636453,0.007876231571113168,0.009909667739341543,0.0024865803532818642,0.001603721291523419,-0.004580544447124857,-0.014167862508656981,0.010859854912126599,0.013048565651051725,-0.006864029856688214,0.018861552518450786,0.008842084297638886,0.017786923494909734,0.016577469565573377,0.019529631168768935,0.006556332558601552,0.031939672842068,0.007865939651726661,0.0049455858525417895,-0.0041224021533260435,,-0.010349362894907399
2023-12-11,-0.012927343542842973,0.0249012347309554,0.028396798784010358,0.017533760774946616,0.0502300420142634,-0.010378502226973785,0.011337805466955286,-0.016595260218303598,0.08995025637037446,0.005143323584118287,0.01822303901600919,0.020876475485887003,0.007860470943419573,0.011382834393306451,-0.01259353289296583,0.009570289702033552,0.04309130037733522,0.04610537721546648,-0.022449284809235026,-0.007829464418512178,0.03775339064694894,0.008639982992434403,-0.018502861004169646,0.013378907079691027,0.0,0.0016967062712283099,-0.01681426716823431,0.018722578253077993,,-0.015163373828955606
2023-12-12,0.00792014350112491,0.013531607121431977,0.004417986624120518,0.014531313507071486,0.013407413436663518,0.010898597193382598,0.014520868516479712,-0.013064870304971277,0.041817189067378635,0.017255075995062485,0.006397545544986061,-0.0012147205944176287,0.010831875057246476,-0.015565031355927461,-0.0057768700811940965,0.007339068265834525,-0.011225884073088221,-0.0032033318557542767,0.027484116775867484,0.008295237794252897,0.004756389467994726,0.016110755193407877,0.02209017346945963,-0.1243810251385179,-0.015194172808572382,-0.002540683545402267,-0.011387381846063915,-0.012814913456337118,,-0.009822332943562051
2023-12-13,0.01669148194565717,-0.014834396643769399,0.006807331127496985,0.010731893270051973,-0.0014628378936439868,0.009221593773735215,-0.001348636377667356,0.04605631717999392,0.016236596071464993,0.003392332841167578,0.014041400891265488,0.007297601564946188,-0.0017146011230296798,0.02067602172944194,0.0003775407815442833,-0.006617833906688797,0.012034588084334885,0.004663261431225418,0.00155579832119912,-2.6617058881295286e-05,0.020854540589259285,-0.0011723932379424928,0.009043788467537839,0.021624781239388824,0.021142905099051257,0.04822545418881741,0.009619842336358264,0.024632796064321116,,-0.008310882174036416
2023-12-14,0.0007577033170567127,-0.06346713628518763,0.041088017112168584,-0.013585745249591108,0.030256625747448362,-0.00954043404920335,0.006447378383198643,0.020036865684641025,0.015417129532056428,-0.00042732376249243753,0.002539277125443551,-0.005031244526587986,0.03663935161841181,0.016444375588700044,-0.004752410121005357,-0.004339131336332014,0.013686289979277122,0.04432032929602836,-0.004690006838884986,-0.02254450266816166,0.030078855393303128,-0.04925662873184833,0.005448283416466415,-0.02602180686711275,0.01902620197380145,0.0022679418084836644,0.04914543063053567,0.04307518452866965,,0.02379015713216326
2023-12-15,-0.002725791209809758,6.838058692881788e-05,0.003547096634254121,-0.0077553000225705215,0.0012983088332787496,0.01729753821347546,0.019781012631976402,0.03256661103525205,0.02101235432507864,0.017067692232679788,0.029286030200180724,0.00869741061894147,-0.011183234266708753,-0.021101995797099815,0.005002367087456383,-0.004174211921004534,0.02169101735907719,0.008198574868719444,0.005252342298180057,0.01311719230902364,-0.009489972978949046,0.02623489460875117,0.011168619614603914,0.03000683746240962,-0.000549056674128523,-0.009859354944526277,0.009758999874367902,-0.0008295483478846233,,-0.013202953006253515
